종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"004560","현대비앤지스틸","19550","50","0.26","19350","19750","19100","126545","2450648950","294790755050","15078811"
"004565","현대비앤지스틸우","85800","-100","-0.12","85000","85900","85000","160","13741400","9425301600","109852"
"004310","현대약품","6080","-10","-0.16","6060","6140","6000","83455","505926360","194560000000","32000000"
"322000","현대에너지솔루션","26700","750","2.89","26100","26950","26000","45435","1204109750","299040000000","11200000"
"017800","현대엘리베이","49150","1100","2.29","48200","49250","47800","182953","8895634550","2006066637650","40815191"
"307950","현대오토에버","109000","-500","-0.46","109500","111500","107500","71414","7760899500","2989214038000","27423982"
"011210","현대위아","84400","-3700","-4.20","88400","89300","83100","468227","39613772200","2295265005200","27195083"
"267260","현대일렉트릭","25750","-500","-1.90","26200","26550","25250","391984","10073505300","928213726250","36047135"
"004020","현대제철","53300","900","1.72","52600","53600","52500","534142","28345510900","7112660340500","133445785"
"267250","현대중공업지주","65400","100","0.15","65900","66200","64700","131794","8596926100","5166147759000","78993085"
"005380","현대차","206500","-2000","-0.96","208500","209500","204000","678308","139653476000","44122480615500","213668187"
"005387","현대차2우B","98300","-600","-0.61","98800","99400","97500","68081","6672831900","3586519833300","36485451"
"005389","현대차3우B","94400","-600","-0.63","95000","95100","93800","8524","803566300","229272584000","2428735"
"005385","현대차우","100000","200","0.20","99800","100000","98400","29678","2941874900","2435668500000","24356685"
"001500","현대차증권","12700","50","0.40","12600","12750","12550","41759","528627650","402749537400","31712562"
"011760","현대코퍼레이션","18200","-50","-0.27","18100","18400","18000","20876","379067700","240767181200","13228966"
"227840","현대코퍼레이션홀딩스","13550","-50","-0.37","13500","13650","13350","28733","387920200","123316327800","9100836"
"126560","현대퓨처넷","4740","70","1.50","4690","4850","4680","1321723","6307019295","535035065040","112876596"
"001450","현대해상","25300","150","0.60","25200","25400","25150","373938","9445638450","2261820000000","89400000"
"057050","현대홈쇼핑","74000","1400","1.93","73800","74800","72800","24362","1794026400","888000000000","12000000"
"093240","형지엘리트","5340","160","3.09","5180","5360","5100","1028448","5398392080","166366621320","31154798"
"003010","혜인","6130","-60","-0.97","6180","6270","6100","100857","621793230","77929139110","12712747"
"111110","호전실업","11850","150","1.28","11700","12050","11650","14397","170446150","94800000000","8000000"
"008770","호텔신라","88300","700","0.80","87900","88300","87300","178162","15655494900","3465609084300","39248121"
"008775","호텔신라우","92600","600","0.65","92000","92600","90600","7215","661443100","69623995400","751879"
"002460","화성산업","15150","1100","7.83","14650","16300","14600","2325712","35988890550","188629620000","12450800"
"378850","화승알앤에이","6150","-20","-0.32","6200","6230","6100","31856","195528460","116810781450","18993623"
"241590","화승엔터프라이즈","17100","800","4.91","16250","17250","16250","435929","7376489550","1035760765500","60570805"
"006060","화승인더","7120","70","0.99","7040","7170","7040","133432","949110200","393878400000","55320000"
"013520","화승코퍼레이션","2935","15","0.51","2920","2975","2900","267921","788182715","146900424620","50051252"
"010690","화신","8650","-350","-3.89","9020","9030","8450","484660","4193319800","302061546500","34920410"
"133820","화인베스틸","3260","-140","-4.12","3400","3460","3140","726141","2375989140","96333000000","29550000"
"010660","화천기계","2915","25","0.87","3000","3000","2835","369091","1077886640","64130000000","22000000"
"000850","화천기공","37150","-250","-0.67","37200","37400","36750","7522","279038950","81730000000","2200000"
"016580","환인제약","19700","-50","-0.25","19600","19700","19400","33837","661671500","366421379000","18600070"
"032560","황금에스티","10550","150","1.44","10500","10900","10400","485737","5149084850","168800000000","16000000"
"004800","효성","123000","2500","2.07","121500","124000","120500","93492","11477143500","2591736075000","21071025"
"094280","효성ITX","21000","200","0.96","20800","21400","20500","31908","669078100","242722200000","11558200"
"298040","효성중공업","76700","-800","-1.03","77500","78200","75400","111654","8552551200","715192831600","9324548"
"298050","효성첨단소재","679000","5000","0.74","669000","687000","663000","85522","57730037000","3041884692000","4479948"
"298020","효성티앤씨","756000","47000","6.63","718000","757000","716000","98242","73161015000","3271727592000","4327682"
"298000","효성화학","395500","-1000","-0.25","405500","405500","391500","59347","23614041000","1261694833000","3190126"
"093370","후성","18750","-450","-2.34","19800","20150","18350","6957411","132716891000","1736377856250","92606819"
"081660","휠라홀딩스","45200","-150","-0.33","45450","45750","44750","302332","13616776350","2746000434400","60752222"
"005870","휴니드","8490","0","0.00","8490","8520","8160","233771","1948257890","119844967350","14116015"
"079980","휴비스","10150","-100","-0.98","10250","10300","10050","94923","959292950","350175000000","34500000"
"005010","휴스틸","18850","400","2.17","18650","18950","17800","135731","2491708200","144311170250","7655765"
"069260","휴켐스","27150","250","0.93","27100","27500","26750","619518","16809016750","1109853664200","40878588"
"000540","흥국화재","4005","5","0.13","3965","4010","3965","23732","94853090","257291793225","64242645"
"000547","흥국화재2우B","29050","0","0.00","29050","29200","28900","552","16035450","4462080000","153600"
"000545","흥국화재우","9690","90","0.94","9880","9880","9650","888","8660380","7441920000","768000"
"003280","흥아해운","1035","0","0.00","0","0","0","0","0","247494403980","239125028"
