,1위,2위,3위
1323,SK하이닉스,DB하이텍,해성디에스
1324,대상,DL건설,크래프톤
1325,크래프톤,다우기술,더블유게임즈
1326,해성디에스,한미반도체,LG전자
1327,동아쏘시오홀딩스,프레스티지바이오파마,종근당
1328,DL건설,크래프톤,삼성전자
1329,LG이노텍,솔루엠,엠씨넥스
1330,동아쏘시오홀딩스,프레스티지바이오파마,종근당
1331,DL건설,코오롱글로벌,LX인터내셔널
1332,SK하이닉스,LG전자,대상
1333,SK바이오사이언스,동아쏘시오홀딩스,종근당
1334,LG전자,대상,DL건설
1335,SK바이오사이언스,LG전자,동아쏘시오홀딩스
1336,LG전자,대상,LG디스플레이
1337,LG전자,대상,DL건설
1338,삼성전자,SK바이오사이언스,동아쏘시오홀딩스
1339,LG전자,동아쏘시오홀딩스,대상
1340,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
1341,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
1342,DL건설,코오롱글로벌,LX인터내셔널
1343,SK바이오사이언스,동아쏘시오홀딩스,현대글로비스
1344,삼성전자,SK하이닉스,LG이노텍
1345,동아쏘시오홀딩스,프레스티지바이오파마,종근당
1346,SK하이닉스,DB하이텍,해성디에스
1347,동아쏘시오홀딩스,SK바이오사이언스,종근당
1348,LG이노텍,삼성전기,솔루엠
1349,DL건설,코오롱글로벌,LX인터내셔널
1350,LG디스플레이,금호석유,LG전자
1351,삼성전자,SK하이닉스,DB하이텍
1352,LG전자,대상,삼성전자
1353,SK하이닉스,DB하이텍,해성디에스
1354,LG이노텍,LG전자,대상
1355,LG이노텍,솔루엠,엠씨넥스
1356,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
1357,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
1358,삼성전자,LG이노텍,솔루엠
1359,LG전자,대상,LG디스플레이
1360,LG전자,SK아이이테크놀로지,삼성전자
1361,LG전자,대상,DL건설
1362,LG전자,대상,DL건설
1363,삼성전자,SK하이닉스,SK바이오사이언스
1364,SK하이닉스,해성디에스,한미반도체
1365,일진하이솔루스,한국타이어앤테크놀로지,한국단자
1366,SK하이닉스,LG전자,대상
1367,금호석유,롯데정밀화학,SK하이닉스
1368,LG전자,대상,DL건설
1369,DL건설,SK하이닉스,코오롱글로벌
1370,크래프톤,LG전자,다우기술
1371,SK바이오사이언스,금호석유,동아쏘시오홀딩스
1372,하이브,SBS,제일기획
1373,LG전자,하이브,SBS
1374,DB하이텍,해성디에스,DL건설
1375,키움증권,삼성증권,NH투자증권
1376,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
1377,SK하이닉스,삼성전자,엠씨넥스
1378,금호석유,롯데정밀화학,삼성전자
1379,코웨이,쿠쿠홈시스,한국콜마
1380,SK하이닉스,DB하이텍,해성디에스
1381,동아쏘시오홀딩스,SK바이오팜,셀트리온
1382,LG전자,대상,DL건설
1383,LG전자,대상,삼성전자
1384,DL건설,코오롱글로벌,LX인터내셔널
1385,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
1386,LG전자,삼화콘덴서,삼성SDI
1387,DL건설,SK하이닉스,LX인터내셔널
1388,하이브,SBS,제일기획
1389,DB하이텍,SK하이닉스,해성디에스
1390,LG전자,대상,LG디스플레이
1391,SK아이이테크놀로지,삼성SDI,삼화콘덴서
1392,동아쏘시오홀딩스,SK바이오팜,종근당
1393,SK하이닉스,DB하이텍,해성디에스
1394,LG이노텍,엠씨넥스,삼성전기
1395,LG전자,대상,DL건설
1396,동아쏘시오홀딩스,프레스티지바이오파마,종근당
1397,LG전자,대상,DL건설
1398,하이브,제일기획,SBS
1399,현대글로비스,솔루엠,엠씨넥스
1400,대상,삼성전자,SK하이닉스
1401,현대글로비스,제주항공,롯데렌탈
1402,LG전자,SK아이이테크놀로지,삼성SDI
1403,현대글로비스,제주항공,롯데렌탈
1404,SK하이닉스,DB하이텍,해성디에스
1405,대상,SK하이닉스,LG전자
1406,SK하이닉스,SK바이오사이언스,LG전자
1407,DB하이텍,해성디에스,한미반도체
1408,LG전자,SK아이이테크놀로지,SK바이오사이언스
1409,LG전자,LG이노텍,대상
1410,SK하이닉스,DB하이텍,LG전자
1411,금호석유,롯데정밀화학,유니드
1412,에스디바이오센서,다우기술,동원산업
1413,현대글로비스,제주항공,대한항공
1414,크래프톤,DL건설,다우기술
1415,일진하이솔루스,현대모비스,기아
1416,DL건설,대상,에스디바이오센서
1417,DL건설,금호석유,코오롱글로벌
1418,하이브,일진하이솔루스,LG전자
1419,LG디스플레이,현대모비스,LG전자
1420,SK하이닉스,DL건설,DB하이텍
1421,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
1422,LG전자,대상,DL건설
1423,금호석유,LG전자,대상
1424,크래프톤,다우기술,더블유게임즈
1425,에스디바이오센서,다우기술,동원산업
1426,SK바이오사이언스,동아쏘시오홀딩스,SK하이닉스
1427,LG전자,삼성전자,SK하이닉스
1428,일진하이솔루스,현대모비스,기아
1429,DB하이텍,해성디에스,대상
1430,동아쏘시오홀딩스,SK바이오팜,셀트리온
1431,키움증권,삼성증권,NH투자증권
1432,크래프톤,다우기술,코웨이
1433,SK하이닉스,DB하이텍,해성디에스
1434,DL건설,코오롱글로벌,한화시스템
1435,LG전자,대상,DL건설
1436,LG전자,대상,LG디스플레이
1437,동아쏘시오홀딩스,프레스티지바이오파마,종근당
1438,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
1439,DL건설,코오롱글로벌,LG전자
1440,LG전자,대상,DL건설
1441,코웨이,쿠쿠홈시스,한국콜마
1442,크래프톤,다우기술,더블유게임즈
1443,DL건설,코오롱글로벌,LX인터내셔널
1444,LG전자,대상,LG디스플레이
1445,DL건설,SK바이오사이언스,코오롱글로벌
1446,DL건설,대상,에스디바이오센서
1447,크래프톤,다우기술,SK디스커버리
1448,DB하이텍,해성디에스,한미반도체
1449,BGF리테일,현대홈쇼핑,GS리테일
1450,DL건설,LG,코오롱글로벌
1451,BGF리테일,GS리테일,현대홈쇼핑
1452,동아쏘시오홀딩스,프레스티지바이오파마,종근당
1453,DL건설,코오롱글로벌,LX인터내셔널
1454,동아쏘시오홀딩스,크래프톤,SK바이오사이언스
1455,DL건설,LX인터내셔널,코오롱글로벌
1456,DL건설,대상,에스디바이오센서
1457,LG전자,대상,삼성전자
1458,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
1459,LG전자,삼화콘덴서,DL건설
1460,키움증권,LG디스플레이,삼성증권
1461,LG전자,대상,DL건설
1462,키움증권,삼성증권,NH투자증권
1463,삼성증권,NH투자증권,미래에셋증권
1464,SK바이오사이언스,동아쏘시오홀딩스,SK바이오팜
1465,에스디바이오센서,덴티움,LG전자
1466,SBS,하이브,제일기획
1467,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
1468,한국전력,SK가스,한국가스공사
1469,현대글로비스,제주항공,롯데렌탈
1470,에스디바이오센서,다우기술,동원산업
1471,SK하이닉스,DB하이텍,해성디에스
1472,DL건설,코오롱글로벌,SK하이닉스
1473,DL건설,SK아이이테크놀로지,코오롱글로벌
1474,금호석유,롯데정밀화학,유니드
1475,LG디스플레이,LG이노텍,솔루엠
1476,LG전자,대상,DL건설
1477,금호석유,롯데정밀화학,유니드
1478,DL건설,SK하이닉스,LG
1479,금호석유,유니드,대한유화
1480,하이브,SBS,제일기획
1481,DL건설,LG,코오롱글로벌
1482,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
1483,에스디바이오센서,금호석유,롯데정밀화학
1484,SK하이닉스,DB하이텍,해성디에스
1485,LG전자,대상,DL건설
1486,SK하이닉스,LG전자,대상
1487,크래프톤,DL건설,코오롱글로벌
1488,삼성전자,DL건설,일진하이솔루스
1489,LG전자,삼화콘덴서,대상
1490,동아쏘시오홀딩스,SK바이오팜,셀트리온
1491,LG전자,대상,DL건설
1492,DL건설,LX인터내셔널,코오롱글로벌
1493,LG이노텍,솔루엠,엠씨넥스
1494,LG전자,대상,LG디스플레이
1495,LG전자,SK아이이테크놀로지,삼화콘덴서
1496,에스디바이오센서,다우기술,동원산업
1497,일진하이솔루스,한국타이어앤테크놀로지,한국단자
1498,SK하이닉스,DB하이텍,해성디에스
1499,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
1500,DL건설,코오롱글로벌,LX인터내셔널
1501,SK가스,부산가스,한국전력
1502,LG전자,대상,DL건설
1503,LG전자,대상,DL건설
1504,JB금융지주,하나금융지주,KB금융
1505,SK아이이테크놀로지,삼화콘덴서,대상
1506,에스디바이오센서,다우기술,동원산업
1507,LG전자,대상,동아쏘시오홀딩스
1508,현대글로비스,제주항공,롯데렌탈
1509,에스디바이오센서,다우기술,동원산업
1510,현대글로비스,제주항공,롯데렌탈
1511,LG디스플레이,LG전자,대상
1512,에스디바이오센서,다우기술,동원산업
1513,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
1514,LG전자,SK바이오사이언스,동아쏘시오홀딩스
1515,LG이노텍,엠씨넥스,삼성전기
1516,DL건설,코오롱글로벌,LX인터내셔널
1517,LG디스플레이,대상,동아쏘시오홀딩스
1518,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
1519,하이브,SBS,제일기획
1520,DL건설,LG,코오롱글로벌
1521,LG전자,대상,삼성전자
1522,DL건설,코오롱글로벌,LX인터내셔널
1523,DL건설,코오롱글로벌,LX인터내셔널
1524,크래프톤,다우기술,더블유게임즈
1525,에스디바이오센서,다우기술,동원산업
1526,LG전자,대상,삼성전자
1527,LG전자,하이브,대상
1528,크래프톤,SK하이닉스,다우기술
1529,SK하이닉스,하이브,SBS
1530,대상,DL건설,크래프톤
1531,금호석유,대상,롯데정밀화학
1532,LG디스플레이,SK바이오사이언스,금호석유
1533,LG전자,대상,삼성전자
1534,우리종금,LG전자,대상
1535,하이브,SBS,제일기획
1536,DL건설,코오롱글로벌,LX인터내셔널
1537,DL건설,코오롱글로벌,LX인터내셔널
1538,LG전자,대상,삼성전자
1539,LG전자,대상,DL건설
1540,LG전자,대상,LG디스플레이
1541,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
1542,크래프톤,LG전자,SBS
1543,SK하이닉스,DB하이텍,LG전자
1544,크래프톤,다우기술,더블유게임즈
1545,LG전자,대상,삼성전자
1546,SK디스커버리,SK이노베이션,삼성전자
1547,하이브,SBS,제일기획
1548,크래프톤,다우기술,더블유게임즈
1549,LG전자,SK아이이테크놀로지,삼화콘덴서
1550,LG전자,대상,DL건설
1551,에스디바이오센서,다우기술,동원산업
1552,LG전자,대상,LG디스플레이
1553,LG전자,대상,LG디스플레이
1554,일진하이솔루스,LG전자,현대모비스
1555,LG전자,대상,DL건설
1556,SK하이닉스,DB하이텍,LG전자
1557,LG전자,SK아이이테크놀로지,삼화콘덴서
1558,LG전자,BGF리테일,LG디스플레이
1559,SK하이닉스,금호석유,DB하이텍
1560,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
1561,DL건설,SK바이오사이언스,동아쏘시오홀딩스
1562,에스디바이오센서,다우기술,동원산업
1563,SK아이이테크놀로지,삼화콘덴서,삼성SDI
1564,LG전자,대상,삼성전자
1565,엠씨넥스,솔루엠,LG이노텍
1566,DL건설,엠씨넥스,솔루엠
1567,LG전자,대상,LG디스플레이
1568,에스디바이오센서,다우기술,동원산업
1569,DL건설,대상,에스디바이오센서
1570,SK바이오사이언스,동아쏘시오홀딩스,SK바이오팜
1571,에스디바이오센서,다우기술,동원산업
1572,LG전자,대상,DL건설
1573,DL건설,DB손해보험,메리츠화재
1574,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
1575,SK아이이테크놀로지,삼화콘덴서,삼성SDI
1576,SK하이닉스,DB하이텍,해성디에스
1577,SBS,제일기획,LG헬로비전
1578,크래프톤,다우기술,더블유게임즈
1579,SK하이닉스,DB하이텍,해성디에스
1580,크래프톤,다우기술,더블유게임즈
1581,크래프톤,대상,다우기술
1582,LG전자,대상,삼성전자
1583,SK하이닉스,DB하이텍,해성디에스
1584,DL건설,LG,코오롱글로벌
1585,현대글로비스,LG전자,대상
1586,DL건설,대상,에스디바이오센서
1587,금호석유,대상,롯데정밀화학
1588,DL건설,대상,에스디바이오센서
1589,SK하이닉스,LG전자,대상
1590,DL건설,코오롱글로벌,LX인터내셔널
1591,금호석유,대상,DB하이텍
1592,일진하이솔루스,현대모비스,LG전자
1593,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
1594,LG전자,대상,삼성전자
1595,대상,CJ제일제당,동원산업
1596,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
1597,DL건설,대상,에스디바이오센서
1598,크래프톤,LG이노텍,엠씨넥스
1599,크래프톤,다우기술,더블유게임즈
1600,DL건설,대상,에스디바이오센서
1601,크래프톤,다우기술,더블유게임즈
1602,LG전자,대상,DL건설
1603,LG전자,대상,DL건설
1604,금호석유,롯데정밀화학,유니드
1605,LG이노텍,삼성전기,엠씨넥스
1606,대상,SK바이오사이언스,동아쏘시오홀딩스
1607,LG전자,대상,현대글로비스
1608,LG전자,대상,DL건설
1609,SK하이닉스,금호석유,롯데정밀화학
1610,LG이노텍,솔루엠,엠씨넥스
1611,에스원,코웨이,LG전자
1612,LG전자,대상,LG디스플레이
1613,삼성전자,SK하이닉스,DB하이텍
1614,LG전자,대상,LG디스플레이
1615,크래프톤,다우기술,더블유게임즈
1616,SK디스커버리,S-Oil,SK이노베이션
1617,동아쏘시오홀딩스,프레스티지바이오파마,종근당
1618,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
1619,하이브,SBS,제일기획
1620,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
1621,금호석유,롯데정밀화학,대상
1622,에스디바이오센서,금호석유,LG전자
1623,LG전자,SK아이이테크놀로지,삼화콘덴서
1624,DL건설,코오롱글로벌,LX인터내셔널
1625,DL건설,코오롱글로벌,LX인터내셔널
1626,LG전자,대상,DL건설
1627,SK하이닉스,DB하이텍,해성디에스
1628,에스디바이오센서,다우기술,동원산업
1629,SK바이오사이언스,동아쏘시오홀딩스,LG전자
1630,LG전자,대상,DL건설
1631,LG전자,대상,삼성전자
1632,DL건설,LG,코오롱글로벌
1633,크래프톤,다우기술,더블유게임즈
1634,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
1635,DL건설,SK바이오사이언스,동아쏘시오홀딩스
1636,LG전자,대상,LG디스플레이
1637,금호석유,롯데정밀화학,유니드
1638,DL건설,크래프톤,다우기술
1639,LG전자,금호석유,롯데정밀화학
1640,일진하이솔루스,현대모비스,기아
1641,금호석유,SK하이닉스,롯데정밀화학
1642,LG전자,DL건설,코오롱글로벌
1643,DL건설,LX인터내셔널,코오롱글로벌
1644,코웨이,LG생활건강,한국콜마
1645,대상,CJ제일제당,동원산업
1646,금호석유,롯데정밀화학,유니드
1647,금호석유,롯데정밀화학,유니드
1648,동아쏘시오홀딩스,현대글로비스,LG전자
1649,LG전자,대상,DL건설
1650,LG전자,대상,DL건설
1651,LG전자,대상,DL건설
1652,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
1653,SK디스커버리,SK이노베이션,GS
1654,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
1655,LG전자,대상,DL건설
1656,금호석유,LG이노텍,대상
1657,LG전자,대상,LG디스플레이
1658,금호석유,롯데정밀화학,유니드
1659,에스디바이오센서,다우기술,동원산업
1660,에스디바이오센서,다우기술,동원산업
1661,DL건설,대상,에스디바이오센서
1662,SK하이닉스,DB하이텍,해성디에스
1663,금호석유,코웨이,유니드
1664,DL건설,대상,에스디바이오센서
1665,LG이노텍,솔루엠,엠씨넥스
1666,크래프톤,다우기술,더블유게임즈
1667,SK바이오사이언스,동아쏘시오홀딩스,금호석유
1668,일진하이솔루스,현대모비스,기아
1669,LG전자,대상,DL건설
1670,SK하이닉스,삼성전자,DB하이텍
1671,LG전자,대상,삼성전자
1672,에스디바이오센서,다우기술,동원산업
1673,LG이노텍,솔루엠,엠씨넥스
1674,LG전자,삼성전자,대상
1675,LG전자,대상,DL건설
1676,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
1677,DL건설,LG,코오롱글로벌
1678,동아쏘시오홀딩스,프레스티지바이오파마,종근당
1679,LG전자,대상,동아쏘시오홀딩스
1680,크래프톤,다우기술,엔씨소프트
1681,LG전자,LG유플러스,SK텔레콤
1682,LG전자,LG이노텍,솔루엠
1683,DL건설,동아쏘시오홀딩스,LX인터내셔널
1684,LG전자,대상,DL건설
1685,에스디바이오센서,다우기술,동원산업
1686,LG전자,대상,LG디스플레이
1687,에스디바이오센서,LG전자,대상
1688,LG이노텍,솔루엠,엠씨넥스
1689,SK하이닉스,금호석유,LG전자
1690,대상,CJ제일제당,동아쏘시오홀딩스
1691,LG이노텍,솔루엠,엠씨넥스
1692,DL건설,코오롱글로벌,LX인터내셔널
1693,현대글로비스,제주항공,롯데렌탈
1694,SK하이닉스,DB하이텍,해성디에스
1695,금호석유,롯데정밀화학,DL건설
1696,SBS,제일기획,LG헬로비전
1697,GS,SK디스커버리,S-Oil
1698,하이브,SBS,제일기획
1699,금호석유,롯데정밀화학,SK디스커버리
1700,LG전자,대상,LG디스플레이
1701,LG전자,대상,DL건설
1702,LG전자,대상,삼성전자
1703,우리종금,삼성카드,DL건설
1704,DL건설,LX인터내셔널,코오롱글로벌
1705,LG전자,대상,DL건설
1706,DL건설,대상,에스디바이오센서
1707,LG전자,대상,DL건설
1708,대상,CJ제일제당,동원산업
1709,금호석유,롯데정밀화학,유니드
1710,LG전자,LG이노텍,솔루엠
1711,LG전자,대상,삼성전자
1712,크래프톤,다우기술,더블유게임즈
1713,금호석유,롯데정밀화학,유니드
1714,에스디바이오센서,다우기술,동원산업
1715,LG전자,대상,DL건설
1716,LG전자,대상,SK이노베이션
1717,SK하이닉스,LG유플러스,DB하이텍
1718,LG전자,대상,DL건설
1719,DL건설,대상,에스디바이오센서
1720,코웨이,쿠쿠홈시스,한국콜마
1721,LG전자,대상,LG디스플레이
1722,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
1723,SK하이닉스,키움증권,LG유플러스
1724,현대글로비스,제주항공,롯데렌탈
1725,금호석유,롯데정밀화학,크래프톤
1726,LG이노텍,LG전자,대상
1727,LG디스플레이,LG전자,대상
1728,DL건설,SK바이오사이언스,동아쏘시오홀딩스
1729,금호석유,롯데정밀화학,효성화학
1730,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
1731,LG전자,대상,LG디스플레이
1732,에스디바이오센서,다우기술,동원산업
1733,DL건설,대상,에스디바이오센서
1734,대상,동원산업,CJ제일제당
1735,현대모비스,LG전자,기아
1736,금호석유,롯데정밀화학,유니드
1737,코웨이,쿠쿠홈시스,한국콜마
1738,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
1739,삼성전자,SK하이닉스,DB하이텍
1740,크래프톤,SK하이닉스,LG전자
1741,에스디바이오센서,다우기술,동원산업
1742,LG이노텍,크래프톤,엠씨넥스
1743,LG이노텍,솔루엠,엠씨넥스
1744,DL건설,BGF리테일,코오롱글로벌
1745,SK하이닉스,크래프톤,LG전자
1746,삼성전자,SK하이닉스,DB하이텍
1747,대상,DL건설,크래프톤
1748,LG전자,대상,DL건설
1749,LG전자,대상,LG디스플레이
1750,크래프톤,다우기술,더블유게임즈
1751,LG전자,대상,삼성전자
1752,금호석유,일진하이솔루스,한국타이어앤테크놀로지
1753,대상,DB손해보험,한화
1754,금호석유,롯데정밀화학,유니드
1755,에스디바이오센서,크래프톤,LG이노텍
1756,LG전자,대상,DL건설
1757,LG전자,대상,DL건설
1758,에스디바이오센서,다우기술,동원산업
1759,LG전자,코웨이,대상
1760,LG이노텍,삼성전기,엠씨넥스
1761,LG전자,대상,DL건설
1762,크래프톤,다우기술,더블유게임즈
1763,현대글로비스,제주항공,롯데렌탈
1764,KB금융,JB금융지주,기업은행
1765,금호석유,롯데정밀화학,LG전자
1766,LG이노텍,솔루엠,엠씨넥스
1767,금호석유,롯데정밀화학,유니드
1768,DL건설,LX인터내셔널,코오롱글로벌
1769,엠씨넥스,솔루엠,LG이노텍
1770,SK하이닉스,DB하이텍,해성디에스
1771,에스디바이오센서,LG전자,대상
1772,LG전자,대상,LG디스플레이
1773,크래프톤,다우기술,더블유게임즈
1774,삼성전자,SK하이닉스,SK텔레콤
1775,LG전자,대상,DL건설
1776,LG전자,대상,DL건설
1777,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
1778,금호석유,롯데정밀화학,유니드
1779,SK하이닉스,대상,동아쏘시오홀딩스
1780,DL건설,코오롱글로벌,LX인터내셔널
1781,LG전자,대상,DL건설
1782,LG전자,대상,LG디스플레이
1783,에스디바이오센서,다우기술,동원산업
1784,DL건설,코오롱글로벌,LX인터내셔널
1785,SK바이오사이언스,동아쏘시오홀딩스,DL건설
1786,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
1787,DL건설,대상,에스디바이오센서
1788,DB하이텍,해성디에스,일진하이솔루스
1789,LG전자,대상,SK바이오사이언스
1790,DL건설,대상,에스디바이오센서
1791,DL건설,LX인터내셔널,코오롱글로벌
1792,LG유플러스,KT,LG전자
1793,DL건설,LX인터내셔널,코오롱글로벌
1794,DL건설,LX인터내셔널,코오롱글로벌
1795,LG전자,대상,DL건설
1796,SK하이닉스,SK디스커버리,크래프톤
1797,쿠쿠홈시스,쿠쿠홀딩스,한국콜마
1798,LG전자,대상,LG디스플레이
1799,현대글로비스,제주항공,롯데렌탈
1800,동아쏘시오홀딩스,프레스티지바이오파마,종근당
1801,SK하이닉스,DB하이텍,해성디에스
1802,대상,CJ제일제당,동원산업
1803,에스디바이오센서,다우기술,동원산업
1804,LG전자,대상,DL건설
1805,LG전자,대상,DL건설
1806,LG전자,대상,DL건설
1807,LG이노텍,솔루엠,엠씨넥스
1808,DL건설,LG이노텍,삼성전기
1809,하이브,SBS,제일기획
1810,LG전자,대상,삼성전자
1811,LG이노텍,LG전자,삼성전기
1812,금호석유,DL건설,롯데정밀화학
1813,하이브,SBS,제일기획
1814,대상,크래프톤,다우기술
1815,DL건설,LG,LG전자
1816,동아쏘시오홀딩스,프레스티지바이오파마,종근당
1817,금호석유,롯데정밀화학,효성화학
1818,크래프톤,다우기술,더블유게임즈
1819,SK하이닉스,DB하이텍,해성디에스
1820,SK하이닉스,DB하이텍,DL건설
1821,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
1822,LG전자,대상,삼성전자
1823,DL건설,LX인터내셔널,LG
1824,LG이노텍,솔루엠,엠씨넥스
1825,현대글로비스,제주항공,롯데렌탈
1826,크래프톤,다우기술,더블유게임즈
1827,LG전자,대상,DL건설
1828,금호석유,롯데정밀화학,효성화학
1829,에스디바이오센서,다우기술,동원산업
1830,금호석유,크래프톤,롯데정밀화학
1831,크래프톤,다우기술,더블유게임즈
1832,KB금융,하나금융지주,기업은행
1833,금호석유,롯데정밀화학,유니드
1834,LG전자,SK아이이테크놀로지,삼화콘덴서
1835,현대글로비스,제주항공,LG전자
1836,에스디바이오센서,금호석유,동아쏘시오홀딩스
1837,에스디바이오센서,금호석유,롯데정밀화학
1838,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
1839,대상,동원산업,KT&G
1840,LG전자,대상,삼성전자
1841,LG전자,대상,LG디스플레이
1842,하이브,SBS,제일기획
1843,SK하이닉스,금호석유,DB하이텍
1844,LG이노텍,솔루엠,엠씨넥스
1845,크래프톤,다우기술,더블유게임즈
1846,SK아이이테크놀로지,대상,DL건설
1847,SK하이닉스,해성디에스,LG전자
1848,LG전자,대상,DL건설
1849,대상,하이브,SBS
1850,DL건설,코오롱글로벌,LX인터내셔널
1851,SK하이닉스,하이브,SBS
1852,제일기획,SBS,LG헬로비전
1853,DL건설,LX인터내셔널,코오롱글로벌
1854,DL건설,LX인터내셔널,코오롱글로벌
1855,LG전자,대상,DL건설
1856,DL건설,LX인터내셔널,코오롱글로벌
1857,LG전자,대상,DL건설
1858,DL건설,코오롱글로벌,LX인터내셔널
1859,동아쏘시오홀딩스,프레스티지바이오파마,종근당
1860,SK하이닉스,대상,DL건설
1861,LG전자,대상,SK아이이테크놀로지
1862,LG전자,대상,삼성전자
1863,금호석유,대상,DL건설
1864,LG전자,대상,LG디스플레이
1865,대상,DL건설,크래프톤
1866,SK하이닉스,DB하이텍,SK바이오사이언스
1867,LG전자,DL건설,크래프톤
1868,LG전자,SK아이이테크놀로지,삼화콘덴서
1869,SK하이닉스,LG전자,대상
1870,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
1871,크래프톤,동아쏘시오홀딩스,다우기술
1872,현대글로비스,제주항공,롯데렌탈
1873,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
1874,LG이노텍,솔루엠,엠씨넥스
1875,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
1876,에스디바이오센서,다우기술,동원산업
1877,DL건설,코오롱글로벌,LX인터내셔널
1878,LG이노텍,솔루엠,금호석유
1879,LG전자,대상,DL건설
1880,동아쏘시오홀딩스,LG전자,SK바이오팜
1881,크래프톤,다우기술,더블유게임즈
1882,LG전자,대상,삼성전자
1883,크래프톤,다우기술,더블유게임즈
1884,SK하이닉스,DB하이텍,해성디에스
1885,크래프톤,다우기술,더블유게임즈
1886,DL건설,SK하이닉스,코오롱글로벌
1887,LG전자,대상,삼성전자
1888,현대모비스,SK하이닉스,대상
1889,SK아이이테크놀로지,SK하이닉스,삼성SDI
1890,금호석유,롯데정밀화학,유니드
1891,LG이노텍,솔루엠,엠씨넥스
1892,LG전자,대상,DL건설
1893,LG이노텍,솔루엠,엠씨넥스
1894,SK바이오사이언스,동아쏘시오홀딩스,SK가스
1895,DL건설,LX인터내셔널,코오롱글로벌
1896,금호석유,롯데정밀화학,효성화학
1897,LG디스플레이,LG전자,대상
1898,크래프톤,다우기술,더블유게임즈
1899,SK하이닉스,DB하이텍,해성디에스
1900,에스디바이오센서,다우기술,동원산업
1901,LG전자,대상,DL건설
1902,현대글로비스,HMM,제주항공
1903,SK하이닉스,LG전자,DB하이텍
1904,SK하이닉스,현대글로비스,제주항공
1905,SK하이닉스,현대글로비스,LG전자
1906,금호석유,롯데정밀화학,유니드
1907,메리츠화재,한화생명,코리안리
1908,현대글로비스,HMM,제주항공
1909,일진하이솔루스,기아,한국타이어앤테크놀로지
1910,LG전자,대상,DL건설
1911,LG전자,대상,LG디스플레이
1912,LG디스플레이,LG전자,대상
1913,DL건설,금호석유,LG전자
1914,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
1915,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
1916,에스디바이오센서,덴티움,DL건설
1917,코웨이,동아쏘시오홀딩스,LG전자
1918,DL건설,코오롱글로벌,LX인터내셔널
1919,하이브,제일기획,SBS
1920,DL건설,코오롱글로벌,LX인터내셔널
1921,LG전자,대상,LG디스플레이
1922,크래프톤,금호석유,다우기술
1923,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
1924,LG전자,대상,LG디스플레이
1925,SK하이닉스,DB하이텍,해성디에스
1926,크래프톤,다우기술,더블유게임즈
1927,LG전자,대상,LG디스플레이
1928,JB금융지주,하나금융지주,신한지주
1929,에스디바이오센서,다우기술,동원산업
1930,코웨이,쿠쿠홈시스,한국콜마
1931,코웨이,쿠쿠홈시스,한국콜마
1932,DL건설,코오롱글로벌,LX인터내셔널
1933,동아쏘시오홀딩스,프레스티지바이오파마,종근당
1934,LG전자,대상,LG이노텍
