,1위,2위,3위
9639,LG전자,대상,DL건설
9640,SK디스커버리,SK이노베이션,GS
9641,LG전자,SK아이이테크놀로지,삼화콘덴서
9642,DL건설,대상,에스디바이오센서
9643,금호석유,SK하이닉스,롯데정밀화학
9644,SK하이닉스,DB하이텍,해성디에스
9645,삼성전자,SK하이닉스,SK바이오사이언스
9646,현대글로비스,제주항공,롯데렌탈
9647,동아쏘시오홀딩스,SK바이오팜,종근당
9648,LG이노텍,솔루엠,엠씨넥스
9649,LG전자,금호석유,롯데정밀화학
9650,LG전자,대상,삼성전자
9651,SK하이닉스,DB하이텍,해성디에스
9652,LG전자,대상,DL건설
9653,DL건설,SK하이닉스,코오롱글로벌
9654,BGF리테일,GS리테일,현대홈쇼핑
9655,LG전자,대상,삼성전자
9656,SK하이닉스,DB하이텍,해성디에스
9657,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
9658,DL건설,대상,에스디바이오센서
9659,LG전자,대상,DL건설
9660,DL건설,코오롱글로벌,LX인터내셔널
9661,동아쏘시오홀딩스,SK바이오팜,셀트리온
9662,에스디바이오센서,다우기술,동원산업
9663,LG전자,SK하이닉스,크래프톤
9664,에스디바이오센서,다우기술,동원산업
9665,코웨이,쿠쿠홈시스,한국콜마
9666,DL건설,대상,에스디바이오센서
9667,LG이노텍,솔루엠,엠씨넥스
9668,LG전자,대상,삼성전자
9669,LG전자,대상,DL건설
9670,DL건설,코오롱글로벌,LX인터내셔널
9671,SK아이이테크놀로지,대상,삼성전자
9672,DL건설,코오롱글로벌,LX인터내셔널
9673,크래프톤,다우기술,더블유게임즈
9674,에스디바이오센서,다우기술,동원산업
9675,에스디바이오센서,다우기술,동원산업
9676,삼성전자,SK하이닉스,LG이노텍
9677,LG전자,대상,LG디스플레이
9678,LG전자,DL건설,삼성전자
9679,LG전자,대상,DL건설
9680,LG전자,대상,삼성전자
9681,현대글로비스,제주항공,롯데렌탈
9682,동아쏘시오홀딩스,에스디바이오센서,프레스티지바이오파마
9683,일진하이솔루스,기아,한국타이어앤테크놀로지
9684,LG전자,대상,LG디스플레이
9685,LG이노텍,삼성전기,솔루엠
9686,DL건설,대상,에스디바이오센서
9687,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
9688,LG전자,SK바이오사이언스,동아쏘시오홀딩스
9689,일진하이솔루스,한국타이어앤테크놀로지,한국단자
9690,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
9691,LG이노텍,엠씨넥스,삼성전기
9692,크래프톤,LG전자,대상
9693,LG전자,대상,LG이노텍
9694,엠씨넥스,솔루엠,LG이노텍
9695,에스디바이오센서,BGF리테일,LG디스플레이
9696,SK하이닉스,DB하이텍,해성디에스
9697,LG전자,SK바이오사이언스,동아쏘시오홀딩스
9698,현대글로비스,제주항공,LG전자
9699,동아쏘시오홀딩스,SK하이닉스,SK바이오사이언스
9700,LG전자,대상,삼성전자
9701,SK하이닉스,DB하이텍,해성디에스
9702,SK하이닉스,DB하이텍,해성디에스
9703,코웨이,쿠쿠홈시스,한국콜마
9704,금호석유,롯데정밀화학,유니드
9705,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
9706,DL건설,대상,에스디바이오센서
9707,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
9708,SK하이닉스,DB하이텍,해성디에스
9709,LG전자,대상,LG디스플레이
9710,LG전자,DB손해보험,메리츠화재
9711,일진하이솔루스,현대모비스,한국타이어앤테크놀로지
9712,대상,DL건설,크래프톤
9713,크래프톤,다우기술,더블유게임즈
9714,SK하이닉스,DB하이텍,해성디에스
9715,LG전자,대상,삼성전자
9716,DL건설,일진하이솔루스,현대모비스
9717,DB하이텍,해성디에스,한미반도체
9718,LG전자,대상,DL건설
9719,SK하이닉스,DB하이텍,해성디에스
9720,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
9721,에스디바이오센서,다우기술,동원산업
9722,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
9723,DL건설,대상,에스디바이오센서
9724,LG전자,대상,삼성전자
9725,동아쏘시오홀딩스,프레스티지바이오파마,서흥
9726,에스디바이오센서,다우기술,동원산업
9727,에스디바이오센서,다우기술,동원산업
9728,에스디바이오센서,다우기술,동원산업
9729,동아쏘시오홀딩스,SK바이오팜,종근당
9730,DL건설,코오롱글로벌,LX인터내셔널
9731,에스디바이오센서,코웨이,LG전자
9732,LG전자,대상,LG디스플레이
9733,에스디바이오센서,일진하이솔루스,한국타이어앤테크놀로지
9734,DL건설,코오롱글로벌,LX인터내셔널
9735,금호석유,LG전자,대상
9736,LG전자,대상,LG디스플레이
9737,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
9738,DL건설,동아쏘시오홀딩스,SK바이오사이언스
9739,DL건설,코오롱글로벌,LX인터내셔널
9740,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
9741,DL건설,동아쏘시오홀딩스,SK바이오사이언스
9742,DL건설,SK바이오사이언스,동아쏘시오홀딩스
9743,금호석유,롯데정밀화학,유니드
9744,LG전자,대상,DL건설
9745,LG전자,대상,삼성전자
9746,현대글로비스,HMM,대한항공
9747,DL건설,LG전자,코오롱글로벌
9748,하이브,SBS,제일기획
9749,동아쏘시오홀딩스,LG전자,대상
9750,에스디바이오센서,다우기술,동원산업
9751,크래프톤,LG전자,더블유게임즈
9752,DL건설,SK하이닉스,코오롱글로벌
9753,동아쏘시오홀딩스,프레스티지바이오파마,종근당
9754,DL건설,대상,에스디바이오센서
9755,LG전자,대상,DL건설
9756,SK하이닉스,DB하이텍,해성디에스
9757,SK하이닉스,LG전자,대상
9758,동아쏘시오홀딩스,에스디바이오센서,대상
9759,하이브,SBS,제일기획
9760,DB손해보험,메리츠화재,한화생명
9761,에스디바이오센서,다우기술,동원산업
9762,LG이노텍,솔루엠,엠씨넥스
9763,LG전자,대상,DL건설
9764,LG전자,대상,삼성전자
9765,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
9766,크래프톤,다우기술,더블유게임즈
9767,금호석유,롯데정밀화학,유니드
9768,에스디바이오센서,다우기술,동원산업
9769,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
9770,LG전자,대상,LG이노텍
9771,동아쏘시오홀딩스,프레스티지바이오파마,종근당
9772,DL건설,LG,코오롱글로벌
9773,LG전자,SK아이이테크놀로지,삼화콘덴서
9774,SBS,제일기획,LG헬로비전
9775,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
9776,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
9777,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
9778,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
9779,금호석유,롯데정밀화학,유니드
9780,크래프톤,다우기술,더블유게임즈
9781,LG전자,대상,LG디스플레이
9782,동아쏘시오홀딩스,프레스티지바이오파마,종근당
9783,SK하이닉스,DB하이텍,해성디에스
9784,LX인터내셔널,코오롱글로벌,한일시멘트
9785,에스디바이오센서,다우기술,동원산업
9786,DL건설,대상,에스디바이오센서
9787,삼성전자,SK하이닉스,DB하이텍
9788,동아쏘시오홀딩스,SK바이오사이언스,종근당
9789,DL건설,대상,에스디바이오센서
9790,SK하이닉스,DB하이텍,동아쏘시오홀딩스
9791,하나금융지주,JB금융지주,기업은행
9792,에스디바이오센서,다우기술,동원산업
9793,일진하이솔루스,현대모비스,기아
9794,일진하이솔루스,SK바이오사이언스,현대모비스
9795,DB하이텍,해성디에스,엠씨넥스
9796,SK하이닉스,대상,CJ제일제당
9797,LG전자,대상,금호석유
9798,LG전자,대상,DL건설
9799,DL건설,대상,에스디바이오센서
9800,현대글로비스,롯데렌탈,HMM
9801,LG전자,대상,DL건설
9802,BGF리테일,LG전자,대상
9803,LG이노텍,솔루엠,엠씨넥스
9804,DL건설,코오롱글로벌,LX인터내셔널
9805,키움증권,삼성증권,NH투자증권
9806,크래프톤,다우기술,더블유게임즈
9807,동아쏘시오홀딩스,프레스티지바이오파마,종근당
9808,SK바이오사이언스,동아쏘시오홀딩스,LG전자
9809,LG전자,LG이노텍,대상
9810,에스디바이오센서,다우기술,동원산업
9811,코웨이,LG생활건강,한국콜마
9812,코웨이,쿠쿠홈시스,한국콜마
9813,크래프톤,다우기술,더블유게임즈
9814,LG전자,대상,DL건설
9815,DL건설,SK바이오사이언스,동아쏘시오홀딩스
9816,동아쏘시오홀딩스,프레스티지바이오파마,종근당
9817,LG전자,대상,DL건설
9818,LG전자,대상,DL건설
9819,SK하이닉스,DB하이텍,금호석유
9820,코오롱글로벌,SK하이닉스,LX인터내셔널
9821,LG전자,대상,DL건설
9822,에스디바이오센서,다우기술,동원산업
9823,LG전자,대상,LG디스플레이
9824,LG이노텍,솔루엠,엠씨넥스
9825,LG전자,대상,DL건설
9826,동아쏘시오홀딩스,프레스티지바이오파마,LG전자
9827,금호석유,롯데정밀화학,유니드
9828,크래프톤,다우기술,더블유게임즈
9829,LG전자,대상,DL건설
9830,동아쏘시오홀딩스,프레스티지바이오파마,종근당
9831,LG전자,대상,DL건설
9832,LG전자,대상,DL건설
9833,LG전자,대상,동아쏘시오홀딩스
9834,동아쏘시오홀딩스,프레스티지바이오파마,종근당
9835,DL건설,LX인터내셔널,코오롱글로벌
9836,LG전자,대상,DL건설
9837,크래프톤,다우기술,더블유게임즈
9838,SK바이오사이언스,동아쏘시오홀딩스,대상
9839,SK하이닉스,DB하이텍,해성디에스
9840,동아쏘시오홀딩스,하이브,제일기획
9841,DL건설,일진하이솔루스,현대모비스
9842,SK하이닉스,DB하이텍,해성디에스
9843,SK하이닉스,DB하이텍,해성디에스
9844,에스디바이오센서,다우기술,동원산업
9845,DL건설,대상,에스디바이오센서
9846,하이브,SBS,제일기획
9847,DL건설,코오롱글로벌,LX인터내셔널
9848,금호석유,롯데정밀화학,유니드
9849,BGF리테일,GS리테일,신세계
9850,LG이노텍,삼성전기,솔루엠
9851,SK하이닉스,DB하이텍,LG전자
9852,DL건설,코오롱글로벌,LX인터내셔널
9853,DL건설,코오롱글로벌,LX인터내셔널
9854,DL건설,대상,에스디바이오센서
9855,LG디스플레이,동아쏘시오홀딩스,SK바이오사이언스
9856,하나투어,GKL,롯데관광개발
9857,DL건설,LX인터내셔널,코오롱글로벌
9858,에스디바이오센서,다우기술,동원산업
9859,에스디바이오센서,LG전자,덴티움
9860,현대글로비스,제주항공,롯데렌탈
9861,SK바이오사이언스,동아쏘시오홀딩스,SK바이오팜
9862,DL건설,대상,에스디바이오센서
9863,금호석유,LG전자,대상
9864,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
9865,삼성전자,SK하이닉스,대상
9866,코웨이,LG전자,대상
9867,동아쏘시오홀딩스,프레스티지바이오파마,종근당
9868,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
9869,금호석유,롯데정밀화학,유니드
9870,LG전자,대상,DL건설
9871,LG전자,대상,LG디스플레이
9872,SK하이닉스,LG디스플레이,크래프톤
9873,DL건설,코오롱글로벌,LX인터내셔널
9874,BGF리테일,GS리테일,이마트
9875,동아쏘시오홀딩스,프레스티지바이오파마,종근당
9876,동아쏘시오홀딩스,SK바이오팜,셀트리온
9877,하이브,SBS,제일기획
9878,LG전자,대상,삼성전자
9879,DL건설,코오롱글로벌,LX인터내셔널
9880,LG디스플레이,LG전자,SK바이오사이언스
9881,엠씨넥스,솔루엠,LG이노텍
9882,SK하이닉스,현대글로비스,DB하이텍
9883,LG디스플레이,LG전자,크래프톤
9884,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
9885,금호석유,롯데정밀화학,SK바이오사이언스
9886,LG전자,대상,삼성전자
9887,DL건설,코오롱글로벌,LX인터내셔널
9888,DL건설,코오롱글로벌,LX인터내셔널
9889,DL건설,LG,코오롱글로벌
9890,KB금융,하나금융지주,JB금융지주
9891,DL건설,LG,코오롱글로벌
9892,금호석유,롯데정밀화학,유니드
9893,에스디바이오센서,SK하이닉스,LG전자
9894,LG이노텍,솔루엠,엠씨넥스
9895,DL건설,코오롱글로벌,LX인터내셔널
9896,하나금융지주,JB금융지주,기업은행
9897,SK바이오사이언스,동아쏘시오홀딩스,LG전자
9898,SK바이오사이언스,동아쏘시오홀딩스,LG전자
9899,LG이노텍,솔루엠,엠씨넥스
9900,SK하이닉스,동아쏘시오홀딩스,프레스티지바이오파마
9901,DL건설,BGF리테일,코오롱글로벌
9902,DB하이텍,해성디에스,한미반도체
9903,SK하이닉스,대상,DB하이텍
9904,하이브,제일기획,SBS
9905,LG전자,대상,삼성전자
9906,일진하이솔루스,현대모비스,한국타이어앤테크놀로지
9907,LG전자,대상,LG디스플레이
9908,DL건설,LG,코오롱글로벌
9909,한국토지신탁,SK디앤디,LG전자
9910,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
9911,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
9912,LG전자,대상,DL건설
9913,LG전자,대상,LG디스플레이
9914,LG이노텍,코웨이,솔루엠
9915,대상,CJ제일제당,KT&G
9916,동아쏘시오홀딩스,SK하이닉스,SK바이오사이언스
9917,DL건설,LG,코오롱글로벌
9918,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
9919,SK하이닉스,LG전자,대상
9920,LG전자,대상,삼성전자
9921,DL건설,LX인터내셔널,한일시멘트
9922,LG전자,대상,LG디스플레이
9923,LG전자,대상,삼성전자
9924,SK하이닉스,DB하이텍,해성디에스
9925,LG전자,대상,DL건설
9926,DL건설,LG,코오롱글로벌
9927,하이브,SBS,LG전자
9928,크래프톤,다우기술,더블유게임즈
9929,LG디스플레이,LG전자,대상
9930,코웨이,쿠쿠홈시스,한국콜마
9931,LG전자,대상,DL건설
9932,SBS,제일기획,LG헬로비전
9933,에스디바이오센서,다우기술,동원산업
9934,크래프톤,다우기술,더블유게임즈
9935,LG전자,대상,DL건설
9936,크래프톤,다우기술,SK하이닉스
9937,DL건설,코오롱글로벌,LX인터내셔널
9938,동아쏘시오홀딩스,프레스티지바이오파마,종근당
9939,크래프톤,다우기술,더블유게임즈
9940,DL건설,코오롱글로벌,LX인터내셔널
9941,DL건설,LX인터내셔널,코오롱글로벌
9942,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
9943,DL건설,LG,코오롱글로벌
9944,LG전자,대상,DL건설
9945,동아쏘시오홀딩스,프레스티지바이오파마,종근당
9946,LG전자,SK아이이테크놀로지,삼화콘덴서
9947,DL건설,코오롱글로벌,LX인터내셔널
9948,SK하이닉스,금호석유,LG이노텍
9949,코웨이,쿠쿠홈시스,한국콜마
9950,LG전자,대상,DL건설
9951,삼성전자,DB하이텍,해성디에스
9952,일진하이솔루스,현대모비스,기아
9953,SK하이닉스,DB하이텍,해성디에스
9954,대상,DL건설,크래프톤
9955,대상,CJ제일제당,동원산업
9956,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
9957,SK하이닉스,하이브,SBS
9958,일진하이솔루스,현대모비스,한국타이어앤테크놀로지
9959,동아쏘시오홀딩스,프레스티지바이오파마,종근당
9960,DB손해보험,메리츠화재,현대해상
9961,금호석유,LG전자,롯데정밀화학
9962,동아쏘시오홀딩스,프레스티지바이오파마,종근당
9963,크래프톤,금호석유,다우기술
9964,프레스티지바이오파마,종근당,SK바이오팜
9965,삼성전자,DB하이텍,해성디에스
9966,LG전자,대상,LG디스플레이
9967,LG전자,SK하이닉스,대상
9968,SK하이닉스,LG전자,대상
9969,하이브,제일기획,SBS
9970,LG전자,SK하이닉스,대상
9971,LG전자,대상,DL건설
9972,삼성전자,DB하이텍,해성디에스
9973,SK바이오사이언스,동아쏘시오홀딩스,크래프톤
9974,에스디바이오센서,다우기술,동원산업
9975,DL건설,코오롱글로벌,LX인터내셔널
9976,에스디바이오센서,다우기술,동원산업
9977,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
9978,DL건설,LG이노텍,SK바이오사이언스
9979,삼성전자,DB하이텍,LG전자
9980,LG전자,DL건설,크래프톤
9981,크래프톤,다우기술,더블유게임즈
9982,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
9983,일진하이솔루스,한국타이어앤테크놀로지,한국단자
9984,DL건설,코오롱글로벌,LX인터내셔널
9985,DB하이텍,DL건설,해성디에스
9986,동아쏘시오홀딩스,프레스티지바이오파마,종근당
9987,LG이노텍,LG전자,엠씨넥스
9988,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
9989,크래프톤,다우기술,LG전자
9990,LG전자,대상,SBS
9991,에스디바이오센서,다우기술,동원산업
9992,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
9993,DL건설,SBS,제일기획
9994,DL건설,SK하이닉스,코오롱글로벌
9995,DL건설,LX인터내셔널,금호석유
9996,일진하이솔루스,현대모비스,기아
9997,LG전자,SK아이이테크놀로지,SK바이오사이언스
9998,금호석유,롯데정밀화학,유니드
9999,LG전자,대상,DL건설
10000,LG전자,SK바이오사이언스,동아쏘시오홀딩스
10001,현대모비스,기아,일진하이솔루스
10002,SK하이닉스,DB하이텍,해성디에스
10003,DL건설,금호석유,LG전자
10004,DL건설,코오롱글로벌,LX인터내셔널
10005,코웨이,쿠쿠홈시스,한국콜마
10006,에스디바이오센서,다우기술,동원산업
10007,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
10008,SK하이닉스,DB하이텍,해성디에스
10009,엠씨넥스,솔루엠,LG이노텍
10010,SK하이닉스,LG전자,DB하이텍
10011,에스디바이오센서,다우기술,동원산업
10012,삼성전자,SK하이닉스,금호석유
10013,LG전자,대상,DL건설
10014,LG전자,대상,DL건설
10015,LG전자,대상,삼성전자
10016,대상,SK하이닉스,DL건설
10017,BGF리테일,GS리테일,이마트
10018,LG전자,대상,삼성전자
10019,현대글로비스,제주항공,DL건설
10020,크래프톤,다우기술,더블유게임즈
10021,크래프톤,다우기술,엠씨넥스
10022,LG전자,대상,현대모비스
10023,DL건설,LX인터내셔널,현대글로비스
10024,에스디바이오센서,다우기술,동원산업
10025,대상,동아쏘시오홀딩스,동원산업
10026,LG전자,대상,DL건설
10027,LG전자,대상,DL건설
10028,LG디스플레이,삼성전자,SK하이닉스
10029,LG이노텍,솔루엠,엠씨넥스
10030,LG전자,대상,DL건설
10031,크래프톤,다우기술,DL건설
10032,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
10033,SK하이닉스,DB하이텍,해성디에스
10034,LG디스플레이,LG전자,대상
10035,SK바이오사이언스,동아쏘시오홀딩스,LG디스플레이
10036,DL건설,LG전자,코오롱글로벌
10037,LG전자,대상,하나투어
10038,LG전자,대상,DL건설
10039,SK하이닉스,DB하이텍,해성디에스
10040,금호석유,롯데정밀화학,유니드
10041,SK하이닉스,동아쏘시오홀딩스,LG전자
10042,크래프톤,엠씨넥스,솔루엠
10043,LG전자,대상,DL건설
10044,DL건설,코오롱글로벌,LX인터내셔널
10045,DL건설,SK바이오사이언스,동아쏘시오홀딩스
10046,동아쏘시오홀딩스,SK바이오팜,셀트리온
10047,LG전자,대상,LG디스플레이
10048,SK하이닉스,LG전자,대상
10049,에스디바이오센서,다우기술,동원산업
10050,LG이노텍,삼성전자,SK하이닉스
10051,LG전자,대상,LG디스플레이
10052,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
10053,DB하이텍,해성디에스,한미반도체
10054,금호석유,롯데정밀화학,유니드
10055,에스디바이오센서,다우기술,동원산업
10056,에스디바이오센서,다우기술,동원산업
10057,SK하이닉스,LG이노텍,LG전자
10058,DL건설,코오롱글로벌,LG전자
10059,DL건설,대상,에스디바이오센서
10060,크래프톤,LG전자,더블유게임즈
10061,크래프톤,금호석유,롯데정밀화학
10062,LG디스플레이,크래프톤,다우기술
10063,SK디스커버리,GS,SK하이닉스
10064,SK하이닉스,DB하이텍,해성디에스
10065,DB손해보험,메리츠화재,현대해상
10066,LG이노텍,삼성전기,솔루엠
10067,DL건설,LG이노텍,솔루엠
10068,LG전자,대상,DL건설
10069,에스디바이오센서,다우기술,동원산업
10070,동아쏘시오홀딩스,SK바이오사이언스,종근당
10071,하나투어,GKL,롯데관광개발
10072,SK바이오사이언스,동아쏘시오홀딩스,SK바이오팜
10073,크래프톤,다우기술,더블유게임즈
10074,DB하이텍,해성디에스,한미반도체
10075,삼성전자,SK하이닉스,DB하이텍
10076,LG전자,대상,삼성전자
10077,동아쏘시오홀딩스,프레스티지바이오파마,종근당
10078,에스디바이오센서,다우기술,동원산업
10079,DL건설,LX인터내셔널,코오롱글로벌
10080,DL건설,LG,코오롱글로벌
10081,LG전자,대상,삼성전자
10082,DL건설,DB하이텍,LX인터내셔널
10083,하이브,SBS,제일기획
10084,코웨이,쿠쿠홈시스,한국콜마
10085,에스디바이오센서,다우기술,동원산업
10086,코오롱글로벌,LX인터내셔널,LG
10087,에스디바이오센서,동아쏘시오홀딩스,SK바이오사이언스
10088,대상,DL건설,크래프톤
10089,DL건설,대상,에스디바이오센서
10090,DL건설,엠씨넥스,솔루엠
10091,LG디스플레이,에스디바이오센서,LG전자
10092,DL건설,대상,에스디바이오센서
10093,DL건설,코오롱글로벌,LX인터내셔널
10094,SK이노베이션,LG전자,GS
10095,에스디바이오센서,다우기술,동원산업
10096,동아쏘시오홀딩스,프레스티지바이오파마,종근당
10097,삼성전자,DB하이텍,해성디에스
10098,금호석유,롯데정밀화학,유니드
10099,DL건설,코오롱글로벌,LX인터내셔널
10100,에스디바이오센서,일진하이솔루스,현대모비스
10101,대상,DL건설,크래프톤
10102,SK하이닉스,DB하이텍,해성디에스
10103,LG전자,대상,DL건설
10104,삼성전자,DL건설,DB하이텍
10105,DL건설,우리종금,LX인터내셔널
10106,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
10107,하이브,SBS,제일기획
10108,SK바이오사이언스,동아쏘시오홀딩스,SK바이오팜
10109,크래프톤,다우기술,LG이노텍
10110,LG전자,LG이노텍,솔루엠
10111,동아쏘시오홀딩스,프레스티지바이오파마,종근당
10112,금호석유,일진하이솔루스,기아
10113,금호석유,롯데정밀화학,유니드
10114,코웨이,쿠쿠홈시스,한국콜마
10115,SBS,하이브,카카오
10116,에스디바이오센서,동아쏘시오홀딩스,SK바이오사이언스
10117,LG전자,대상,DL건설
10118,키움증권,대상,SK아이이테크놀로지
10119,LG디스플레이,코웨이,LG전자
10120,SK하이닉스,DB하이텍,해성디에스
10121,LG전자,대상,삼성전자
10122,DL건설,코오롱글로벌,LX인터내셔널
10123,LG전자,대상,DL건설
10124,금호석유,롯데정밀화학,유니드
10125,DL건설,코오롱글로벌,LX인터내셔널
10126,키움증권,삼성증권,NH투자증권
10127,금호석유,롯데정밀화학,SK바이오사이언스
10128,LG전자,대상,삼성전자
10129,LG이노텍,SK하이닉스,LG전자
10130,SK하이닉스,DB하이텍,해성디에스
10131,DL건설,LX인터내셔널,코오롱글로벌
10132,LG전자,대상,삼성전자
10133,DL건설,LG전자,대상
10134,LG전자,대상,DL건설
10135,DL건설,코오롱글로벌,LX인터내셔널
10136,DL건설,LX인터내셔널,코오롱글로벌
10137,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
10138,금호석유,동아쏘시오홀딩스,롯데정밀화학
10139,현대모비스,LG전자,일진하이솔루스
10140,LG전자,SK아이이테크놀로지,삼화콘덴서
10141,대상,LG디스플레이,DL건설
10142,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
10143,동아쏘시오홀딩스,프레스티지바이오파마,종근당
10144,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
10145,LG전자,금호석유,SK아이이테크놀로지
10146,SK바이오사이언스,동아쏘시오홀딩스,SK바이오팜
10147,LG전자,대상,DL건설
10148,DL건설,코오롱글로벌,LX인터내셔널
10149,삼성전자,DB하이텍,해성디에스
10150,금호석유,롯데정밀화학,유니드
10151,현대글로비스,제주항공,롯데렌탈
10152,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
10153,에스디바이오센서,다우기술,동원산업
10154,LG전자,대상,DL건설
10155,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
10156,LG전자,대상,DL건설
10157,SK하이닉스,DB하이텍,해성디에스
10158,동아쏘시오홀딩스,프레스티지바이오파마,SK바이오팜
10159,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
10160,LG전자,대상,삼성전자
10161,LG이노텍,솔루엠,엠씨넥스
10162,LG전자,대상,DL건설
10163,하이브,SBS,제일기획
10164,금호석유,롯데정밀화학,유니드
10165,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
10166,현대글로비스,SK하이닉스,제주항공
10167,대상,LG디스플레이,DL건설
10168,금호석유,롯데정밀화학,유니드
10169,SK하이닉스,금호석유,SK아이이테크놀로지
10170,크래프톤,LG전자,다우기술
10171,엠씨넥스,솔루엠,LG이노텍
10172,동아쏘시오홀딩스,프레스티지바이오파마,서흥
10173,동아쏘시오홀딩스,프레스티지바이오파마,종근당
10174,에스디바이오센서,다우기술,동원산업
10175,크래프톤,다우기술,더블유게임즈
10176,금호석유,롯데정밀화학,SK하이닉스
10177,금호석유,LG이노텍,LG전자
10178,LG전자,대상,LG디스플레이
10179,DL건설,삼성전자,크래프톤
10180,DL건설,LG전자,현대글로비스
10181,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
10182,삼성전자,금호석유,SK하이닉스
10183,금호석유,SK하이닉스,롯데정밀화학
10184,LG전자,대상,LG디스플레이
10185,SK하이닉스,DB하이텍,해성디에스
10186,SK하이닉스,DB하이텍,해성디에스
10187,금호석유,LG전자,대상
10188,LG전자,대상,DL건설
10189,삼성전자,SK하이닉스,SK바이오사이언스
10190,DL건설,코오롱글로벌,LX인터내셔널
10191,SBS,제일기획,LG헬로비전
10192,동아쏘시오홀딩스,SK바이오사이언스,프레스티지바이오파마
10193,DL건설,대상,에스디바이오센서
10194,에스디바이오센서,덴티움,다우기술
10195,코웨이,LG이노텍,LG전자
10196,삼성전자,SK하이닉스,DB하이텍
10197,LG전자,SK하이닉스,금호석유
10198,SK하이닉스,DB하이텍,해성디에스
10199,DL건설,코오롱글로벌,LX인터내셔널
10200,금호석유,롯데정밀화학,유니드
10201,에스디바이오센서,다우기술,동원산업
10202,동아쏘시오홀딩스,SK바이오팜,종근당
10203,SK하이닉스,DB하이텍,해성디에스
10204,동아쏘시오홀딩스,프레스티지바이오파마,종근당
10205,LG디스플레이,LG전자,대상
10206,SK하이닉스,대상,LG디스플레이
10207,LG전자,대상,DL건설
10208,DB하이텍,대상,해성디에스
10209,LG이노텍,솔루엠,엠씨넥스
10210,SK하이닉스,LG전자,대상
10211,코웨이,쿠쿠홈시스,한국콜마
10212,LG전자,대상,삼성전자
10213,삼성전자,LG전자,대상
10214,SK하이닉스,LG전자,대상
10215,LG전자,대상,DL건설
10216,에스디바이오센서,덴티움,LG전자
10217,금호석유,롯데정밀화학,LG전자
10218,LG전자,SK아이이테크놀로지,에스디바이오센서
10219,엠씨넥스,솔루엠,LG이노텍
10220,DL건설,LG,코오롱글로벌
10221,DL건설,대상,에스디바이오센서
10222,DL건설,코오롱글로벌,LX인터내셔널
10223,KB금융,JB금융지주,기업은행
10224,DB손해보험,메리츠화재,현대해상
10225,일진하이솔루스,한국타이어앤테크놀로지,한국단자
10226,대상,동아쏘시오홀딩스,동원산업
10227,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
10228,대상,동원산업,CJ제일제당
10229,DL건설,SK바이오사이언스,코오롱글로벌
10230,삼성전자,SK하이닉스,DB하이텍
10231,SK바이오사이언스,동아쏘시오홀딩스,프레스티지바이오파마
